filename,width,height,area,aspect_ratio,mean_intensity,std_intensity,severity
img-300.jpg,63,15,945,4.2,77.49,34.81,High
img-300.jpg,299,95,28405,3.147,65.31,47.07,High
img-301.jpg,148,71,10508,2.085,112.0,43.24,High
img-301.jpg,112,46,5152,2.435,115.5,40.47,High
img-301.jpg,43,17,731,2.529,152.98,25.45,Low
img-301.jpg,41,20,820,2.05,128.42,35.07,Low
img-301.jpg,54,14,756,3.857,129.64,32.71,Low
img-302.jpg,227,172,39044,1.32,176.99,43.68,Medium
img-303.jpg,195,44,8580,4.432,151.53,68.0,Medium
img-303.jpg,78,58,4524,1.345,168.36,59.11,Medium
img-304.jpg,239,141,33699,1.695,85.15,18.55,High
img-304.jpg,248,178,44144,1.393,87.1,19.29,High
img-305.jpg,52,35,1820,1.486,102.65,39.54,High
img-305.jpg,106,61,6466,1.738,76.79,34.75,High
img-306.jpg,237,159,37683,1.491,88.26,27.8,High
img-306.jpg,115,118,13570,0.975,96.72,25.71,High
img-307.jpg,231,265,61215,0.872,131.38,66.91,High
img-308.jpg,93,50,4650,1.86,104.87,53.33,Medium
img-309.jpg,528,149,78672,3.544,143.38,47.74,High
img-31.jpg,210,131,27510,1.603,144.41,26.44,Medium
img-310.jpg,108,25,2700,4.32,80.29,63.54,Medium
img-310.jpg,73,18,1314,4.056,87.46,52.69,Medium
img-310.jpg,268,115,30820,2.33,67.76,58.04,Medium
img-311.jpg,336,206,69216,1.631,70.24,30.7,High
img-312.jpg,489,128,62592,3.82,118.42,54.76,Medium
img-313.jpg,39,13,507,3.0,101.21,38.37,Low
img-313.jpg,399,154,61446,2.591,60.13,41.08,Medium
img-314.jpg,164,203,33292,0.808,48.95,41.05,High
img-315.jpg,174,83,14442,2.096,125.08,46.19,High
img-315.jpg,43,26,1118,1.654,103.26,29.27,Low
img-315.jpg,66,15,990,4.4,115.43,33.44,Medium
img-315.jpg,24,10,240,2.4,149.36,36.16,Low
img-315.jpg,44,17,748,2.588,101.66,34.83,Low
img-316.jpg,229,155,35495,1.477,119.58,72.05,High
img-317.jpg,162,90,14580,1.8,111.77,42.67,High
img-318.jpg,285,90,25650,3.167,156.61,45.79,Medium
img-319.jpg,165,76,12540,2.171,113.57,46.59,High
img-32.jpg,143,87,12441,1.644,140.91,25.24,Low
img-32.jpg,251,223,55973,1.126,135.16,26.92,Medium
img-320.jpg,610,127,77470,4.803,92.11,47.48,High
img-320.jpg,86,35,3010,2.457,127.17,36.88,Low
img-321.jpg,253,140,35420,1.807,107.32,43.31,High
img-322.jpg,424,157,66568,2.701,70.37,64.11,High
img-323.jpg,123,36,4428,3.417,134.2,58.9,High
img-323.jpg,382,95,36290,4.021,127.61,52.43,High
img-323.jpg,70,35,2450,2.0,105.87,44.44,Low
img-323.jpg,60,11,660,5.455,127.73,54.56,Low
img-323.jpg,81,9,729,9.0,129.22,27.49,Low
img-324.jpg,187,132,24684,1.417,105.44,61.97,Medium
img-325.jpg,43,21,903,2.048,88.14,36.13,Medium
img-325.jpg,97,41,3977,2.366,78.43,22.57,High
img-325.jpg,50,15,750,3.333,112.19,43.66,Medium
img-325.jpg,47,25,1175,1.88,119.47,46.76,High
img-325.jpg,40,22,880,1.818,104.6,40.09,Medium
img-325.jpg,109,81,8829,1.346,59.33,36.78,High
img-326.jpg,205,150,30750,1.367,111.35,38.06,High
img-327.jpg,117,40,4680,2.925,77.64,35.52,Medium
img-327.jpg,337,179,60323,1.883,112.54,50.24,High
img-328.jpg,49,18,882,2.722,111.99,36.99,Medium
img-328.jpg,32,10,320,3.2,114.28,53.93,Low
img-328.jpg,135,36,4860,3.75,130.45,46.72,Medium
img-328.jpg,40,16,640,2.5,143.88,52.03,Medium
img-329.jpg,25,10,250,2.5,65.1,37.81,High
img-329.jpg,33,9,297,3.667,67.87,29.83,High
img-329.jpg,32,16,512,2.0,35.87,16.51,High
img-329.jpg,41,15,615,2.733,37.29,21.18,High
img-329.jpg,22,14,308,1.571,26.95,22.8,Medium
img-329.jpg,51,8,408,6.375,42.91,22.16,High
img-33.jpg,178,100,17800,1.78,136.96,21.15,Medium
img-33.jpg,114,90,10260,1.267,134.55,20.65,Low
img-330.jpg,221,204,45084,1.083,109.73,50.72,Medium
img-330.jpg,137,63,8631,2.175,165.01,45.92,Medium
img-331.jpg,95,61,5795,1.557,152.76,65.04,High
img-331.jpg,76,27,2052,2.815,182.08,58.28,High
img-331.jpg,66,15,990,4.4,199.97,58.78,High
img-331.jpg,45,12,540,3.75,187.91,57.79,High
img-331.jpg,39,10,390,3.9,168.32,60.88,High
img-331.jpg,35,8,280,4.375,181.15,47.49,High
img-331.jpg,24,8,192,3.0,176.08,48.08,High
img-331.jpg,45,14,630,3.214,154.91,33.86,Medium
img-331.jpg,32,12,384,2.667,163.32,34.73,Medium
img-331.jpg,27,9,243,3.0,155.56,31.64,Medium
img-331.jpg,33,10,330,3.3,171.56,28.08,Medium
img-331.jpg,23,9,207,2.556,164.58,29.33,Low
img-331.jpg,45,30,1350,1.5,156.98,33.61,Low
img-332.jpg,239,46,10994,5.196,123.08,60.41,High
img-332.jpg,89,13,1157,6.846,174.42,51.78,Medium
img-332.jpg,121,11,1331,11.0,139.73,47.9,Medium
img-332.jpg,137,21,2877,6.524,126.9,35.28,High
img-332.jpg,56,10,560,5.6,114.07,24.22,Medium
img-333.jpg,25,16,400,1.562,124.75,46.37,Medium
img-333.jpg,54,12,648,4.5,158.69,40.92,Medium
img-333.jpg,38,12,456,3.167,82.52,34.13,Low
img-333.jpg,123,41,5043,3.0,120.54,40.54,High
img-334.jpg,156,60,9360,2.6,145.2,42.13,High
img-334.jpg,67,25,1675,2.68,168.49,32.25,Medium
img-334.jpg,58,17,986,3.412,179.42,33.36,Low
img-334.jpg,286,159,45474,1.799,146.71,47.35,High
img-335.jpg,107,55,5885,1.945,162.83,46.17,Medium
img-335.jpg,66,30,1980,2.2,180.18,32.38,Medium
img-335.jpg,41,15,615,2.733,187.33,36.81,Low
img-335.jpg,132,57,7524,2.316,127.03,35.66,Low
img-335.jpg,56,32,1792,1.75,201.75,30.97,Low
img-336.jpg,68,31,2108,2.194,121.99,48.59,High
img-336.jpg,53,16,848,3.312,108.36,53.62,Medium
img-336.jpg,236,167,39412,1.413,86.76,44.4,High
img-337.jpg,193,86,16598,2.244,83.04,31.59,High
img-34.jpg,512,326,166912,1.571,153.75,25.29,High
img-340.jpg,210,63,13230,3.333,159.83,61.8,Medium
img-340.jpg,244,45,10980,5.422,105.76,57.46,Medium
img-341.jpg,205,96,19680,2.135,87.66,38.17,High
img-341.jpg,51,33,1683,1.545,133.13,50.51,High
img-341.jpg,70,38,2660,1.842,99.94,38.33,High
img-342.jpg,374,157,58718,2.382,62.81,25.91,Medium
img-343.jpg,539,161,86779,3.348,130.31,73.97,High
img-344.jpg,89,18,1602,4.944,110.7,37.03,Medium
img-344.jpg,74,11,814,6.727,127.36,32.13,Medium
img-344.jpg,90,37,3330,2.432,111.47,43.52,High
img-344.jpg,137,41,5617,3.341,95.44,39.69,High
img-344.jpg,141,59,8319,2.39,96.36,36.15,High
img-345.jpg,320,39,12480,8.205,114.38,57.19,High
img-345.jpg,97,22,2134,4.409,83.19,46.59,Medium
img-346.jpg,221,197,43537,1.122,149.02,35.75,High
img-346.jpg,56,29,1624,1.931,137.29,28.14,High
img-346.jpg,34,20,680,1.7,135.58,29.93,Medium
img-346.jpg,19,14,266,1.357,123.58,23.84,Low
img-347.jpg,169,98,16562,1.724,126.37,50.21,High
img-348.jpg,294,279,82026,1.054,83.07,56.18,High
img-35.jpg,150,79,11850,1.899,104.67,26.71,Medium
img-350.jpg,66,14,924,4.714,136.13,49.04,Medium
img-350.jpg,77,12,924,6.417,149.98,42.51,Medium
img-350.jpg,245,161,39445,1.522,147.88,51.94,High
img-350.jpg,180,33,5940,5.455,144.56,46.2,High
img-350.jpg,79,20,1580,3.95,153.42,42.04,Medium
img-351.jpg,467,199,92933,2.347,104.96,37.17,High
img-352.jpg,274,166,45484,1.651,133.22,42.91,High
img-352.jpg,44,29,1276,1.517,144.08,54.13,Low
img-353.jpg,36,22,792,1.636,99.22,70.6,Medium
img-353.jpg,55,22,1210,2.5,167.66,83.44,High
img-353.jpg,54,22,1188,2.455,144.46,76.42,High
img-354.jpg,62,21,1302,2.952,78.76,26.45,High
img-354.jpg,91,29,2639,3.138,96.58,34.16,High
img-354.jpg,73,30,2190,2.433,125.97,49.56,High
img-354.jpg,83,16,1328,5.188,65.08,10.49,High
img-354.jpg,39,11,429,3.545,100.17,23.75,Low
img-355.jpg,47,35,1645,1.343,86.13,56.76,Medium
img-356.jpg,141,71,10011,1.986,90.55,35.86,High
img-357.jpg,250,87,21750,2.874,118.0,57.5,Medium
img-358.jpg,86,50,4300,1.72,106.44,51.74,Medium
img-358.jpg,246,96,23616,2.562,112.69,50.2,High
img-359.jpg,129,33,4257,3.909,120.71,30.17,High
img-359.jpg,31,12,372,2.583,124.96,37.09,Medium
img-359.jpg,386,120,46320,3.217,127.06,42.22,High
img-36.jpg,159,171,27189,0.93,134.26,29.39,Medium
img-360.jpg,98,74,7252,1.324,82.92,32.58,Medium
img-360.jpg,82,35,2870,2.343,81.5,34.2,Medium
img-360.jpg,73,34,2482,2.147,109.26,34.83,Medium
img-360.jpg,91,17,1547,5.353,96.42,41.06,High
img-360.jpg,88,18,1584,4.889,88.21,28.5,Medium
img-360.jpg,82,7,574,11.714,78.4,29.29,Medium
img-360.jpg,41,9,369,4.556,100.56,21.76,Medium
img-361.jpg,247,180,44460,1.372,73.21,32.93,Medium
img-362.jpg,116,29,3364,4.0,126.89,55.78,Medium
img-362.jpg,150,28,4200,5.357,74.32,43.65,High
img-363.jpg,164,177,29028,0.927,134.62,55.26,High
img-364.jpg,224,104,23296,2.154,125.12,40.28,High
img-365.jpg,61,16,976,3.812,152.07,32.12,Medium
img-365.jpg,160,50,8000,3.2,161.97,58.09,High
img-365.jpg,347,107,37129,3.243,144.21,27.94,High
img-365.jpg,141,77,10857,1.831,177.72,67.03,High
img-366.jpg,378,124,46872,3.048,139.74,33.76,High
img-367.jpg,108,129,13932,0.837,65.7,31.32,High
img-368.jpg,41,27,1107,1.519,129.34,33.56,Medium
img-368.jpg,98,51,4998,1.922,123.68,45.66,High
img-368.jpg,95,46,4370,2.065,97.89,30.67,High
img-368.jpg,23,12,276,1.917,137.97,57.25,Low
img-368.jpg,41,8,328,5.125,156.33,37.56,Medium
img-369.jpg,470,250,117500,1.88,69.29,56.99,High
img-37.jpg,216,102,22032,2.118,140.05,45.24,Medium
img-37.jpg,220,58,12760,3.793,152.03,35.52,Medium
img-37.jpg,89,48,4272,1.854,160.81,32.57,Low
img-370.jpg,181,80,14480,2.263,102.57,23.08,High
img-371.jpg,91,86,7826,1.058,82.81,61.92,High
img-372.jpg,169,94,15886,1.798,111.31,29.56,Medium
img-373.jpg,244,130,31720,1.877,81.1,33.92,Medium
img-374.jpg,177,80,14160,2.212,132.47,59.14,High
img-374.jpg,123,18,2214,6.833,97.71,49.27,Low
img-374.jpg,41,8,328,5.125,120.68,46.03,Medium
img-375.jpg,95,35,3325,2.714,103.21,37.05,Medium
img-375.jpg,54,12,648,4.5,91.51,26.41,Low
img-376.jpg,77,21,1617,3.667,96.35,29.54,Medium
img-376.jpg,67,25,1675,2.68,93.25,32.97,Medium
img-377.jpg,49,9,441,5.444,105.21,58.14,Medium
img-377.jpg,257,126,32382,2.04,74.06,45.71,High
img-378.jpg,157,105,16485,1.495,82.72,50.67,High
img-379.jpg,161,54,8694,2.981,108.93,47.01,Medium
img-38.jpg,226,227,51302,0.996,135.18,24.78,Medium
img-38.jpg,65,43,2795,1.512,140.86,14.1,Low
img-380.jpg,339,203,68817,1.67,93.49,54.64,High
img-381.jpg,197,183,36051,1.077,108.57,60.52,High
img-382.jpg,168,29,4872,5.793,157.31,47.91,Medium
img-382.jpg,116,21,2436,5.524,173.45,43.11,High
img-382.jpg,64,8,512,8.0,140.15,58.42,High
img-383.jpg,50,15,750,3.333,148.91,44.01,High
img-383.jpg,39,18,702,2.167,151.69,35.84,Medium
img-383.jpg,43,13,559,3.308,155.92,37.28,Medium
img-383.jpg,54,18,972,3.0,142.7,23.02,Medium
img-383.jpg,145,40,5800,3.625,138.13,25.71,High
img-383.jpg,50,11,550,4.545,146.47,26.11,Medium
img-383.jpg,29,8,232,3.625,158.7,29.32,Medium
img-384.jpg,214,158,33812,1.354,84.89,50.09,High
img-384.jpg,117,64,7488,1.828,118.6,48.77,Medium
img-385.jpg,408,205,83640,1.99,141.96,55.84,High
img-386.jpg,367,210,77070,1.748,122.0,46.7,High
img-387.jpg,195,72,14040,2.708,64.09,30.92,Medium
img-387.jpg,62,25,1550,2.48,84.44,32.29,Low
img-388.jpg,77,76,5852,1.013,169.03,34.73,Medium
img-388.jpg,23,12,276,1.917,170.97,45.85,Medium
img-39.jpg,266,292,77672,0.911,133.03,47.67,Medium
img-390.jpg,187,298,55726,0.628,124.8,47.65,High
img-391.jpg,42,30,1260,1.4,81.4,39.45,High
img-391.jpg,156,99,15444,1.576,122.99,42.05,High
img-391.jpg,77,36,2772,2.139,113.95,38.83,High
img-391.jpg,38,23,874,1.652,122.67,32.87,Medium
img-391.jpg,21,15,315,1.4,134.93,25.24,Low
img-393.jpg,139,43,5977,3.233,142.69,49.49,High
img-393.jpg,128,59,7552,2.169,137.51,44.54,Medium
img-394.jpg,138,85,11730,1.624,146.09,73.4,Medium
img-394.jpg,302,136,41072,2.221,121.29,60.29,Medium
img-395.jpg,30,11,330,2.727,102.63,55.41,Medium
img-395.jpg,85,43,3655,1.977,89.25,58.01,Medium
img-395.jpg,105,42,4410,2.5,74.51,57.72,Medium
img-396.jpg,532,207,110124,2.57,96.81,34.12,High
img-397.jpg,61,25,1525,2.44,104.24,41.24,Medium
img-397.jpg,103,22,2266,4.682,113.54,41.32,Medium
img-397.jpg,78,29,2262,2.69,120.2,43.37,Medium
img-398.jpg,576,260,149760,2.215,125.86,47.36,High
img-399.jpg,27,16,432,1.688,103.98,41.42,Medium
img-399.jpg,112,22,2464,5.091,131.93,40.17,High
img-399.jpg,106,87,9222,1.218,129.53,47.96,Medium
img-399.jpg,45,63,2835,0.714,147.86,46.98,Medium
img-399.jpg,166,80,13280,2.075,136.87,53.84,High
img-399.jpg,35,22,770,1.591,149.71,49.85,Low
img-399.jpg,58,24,1392,2.417,154.56,55.25,Medium
img-399.jpg,27,12,324,2.25,158.49,53.19,Low
img-399.jpg,27,13,351,2.077,156.9,55.47,Low
img-399.jpg,50,20,1000,2.5,125.5,38.52,Medium
img-399.jpg,21,10,210,2.1,136.52,34.05,Low
img-399.jpg,25,17,425,1.471,115.86,29.62,Low
img-399.jpg,27,18,486,1.5,139.14,44.45,Low
img-399.jpg,76,13,988,5.846,131.86,39.15,High
img-4.jpg,399,266,106134,1.5,103.54,45.37,Medium
img-40.jpg,208,253,52624,0.822,130.82,39.69,Medium
img-400.jpg,288,204,58752,1.412,111.37,35.58,High
img-401.jpg,311,50,15550,6.22,143.39,33.5,High
img-402.jpg,116,133,15428,0.872,145.31,71.79,High
img-403.jpg,352,109,38368,3.229,117.06,36.36,High
img-404.jpg,224,176,39424,1.273,80.15,32.09,High
img-404.jpg,46,24,1104,1.917,97.72,31.23,Low
img-404.jpg,46,29,1334,1.586,103.87,38.95,Medium
img-405.jpg,113,98,11074,1.153,179.82,31.94,Medium
img-405.jpg,130,66,8580,1.97,157.69,22.95,Medium
img-405.jpg,41,27,1107,1.519,170.0,20.41,Low
img-405.jpg,118,71,8378,1.662,173.5,22.25,Medium
img-405.jpg,108,39,4212,2.769,179.81,16.91,Medium
img-405.jpg,58,21,1218,2.762,185.33,20.23,Low
img-405.jpg,51,16,816,3.188,175.3,27.34,Low
img-405.jpg,32,32,1024,1.0,159.41,19.1,Low
img-406.jpg,380,240,91200,1.583,122.84,56.8,High
img-407.jpg,62,12,744,5.167,144.55,56.84,Medium
img-407.jpg,66,24,1584,2.75,139.08,44.01,Medium
img-407.jpg,118,54,6372,2.185,133.69,46.01,High
img-407.jpg,45,12,540,3.75,140.18,45.63,Medium
img-407.jpg,71,23,1633,3.087,135.59,39.09,Medium
img-407.jpg,35,40,1400,0.875,141.41,36.45,Medium
img-407.jpg,73,14,1022,5.214,135.29,39.61,Medium
img-407.jpg,25,11,275,2.273,164.36,42.52,Low
img-407.jpg,33,8,264,4.125,148.17,41.95,Medium
img-408.jpg,75,20,1500,3.75,139.83,25.64,Medium
img-408.jpg,27,9,243,3.0,131.6,29.25,Low
img-408.jpg,142,79,11218,1.797,124.16,38.36,Medium
img-409.jpg,95,53,5035,1.792,106.0,28.2,Low
img-409.jpg,243,81,19683,3.0,141.87,31.12,Medium
img-409.jpg,68,69,4692,0.986,133.01,29.0,Low
img-41.jpg,395,166,65570,2.38,144.89,25.88,Medium
img-41.jpg,214,82,17548,2.61,142.22,20.27,Medium
img-410.jpg,169,143,24167,1.182,105.12,61.83,High
img-411.jpg,98,55,5390,1.782,102.56,51.18,Medium
img-411.jpg,80,28,2240,2.857,124.7,55.66,Medium
img-411.jpg,64,19,1216,3.368,137.33,64.73,Medium
img-411.jpg,45,12,540,3.75,137.33,64.75,Medium
img-411.jpg,56,17,952,3.294,122.18,48.26,Medium
img-411.jpg,44,13,572,3.385,93.0,24.46,Medium
img-411.jpg,36,11,396,3.273,97.64,26.42,Medium
img-411.jpg,23,7,161,3.286,98.72,24.57,Medium
img-411.jpg,33,8,264,4.125,136.16,58.59,Medium
img-411.jpg,35,8,280,4.375,119.44,47.17,Medium
img-411.jpg,44,27,1188,1.63,85.36,23.83,Low
img-411.jpg,24,7,168,3.429,122.55,48.81,Medium
img-411.jpg,35,10,350,3.5,97.5,25.69,Low
img-412.jpg,188,113,21244,1.664,130.37,55.82,High
img-412.jpg,50,24,1200,2.083,132.27,40.14,Low
img-413.jpg,85,18,1530,4.722,55.26,25.75,Medium
img-413.jpg,86,14,1204,6.143,66.04,29.28,Medium
img-413.jpg,124,30,3720,4.133,75.95,41.5,High
img-414.jpg,306,150,45900,2.04,132.18,42.32,Medium
img-415.jpg,111,46,5106,2.413,101.61,65.09,High
img-415.jpg,74,18,1332,4.111,120.67,42.61,Medium
img-416.jpg,104,32,3328,3.25,131.34,52.51,High
img-416.jpg,227,101,22927,2.248,128.34,52.25,High
img-417.jpg,336,156,52416,2.154,79.07,55.43,Medium
img-418.jpg,55,14,770,3.929,94.93,41.27,Medium
img-418.jpg,42,23,966,1.826,107.8,36.23,Medium
img-418.jpg,89,30,2670,2.967,117.45,38.82,High
img-418.jpg,88,35,3080,2.514,158.17,47.25,Medium
img-418.jpg,62,22,1364,2.818,126.22,40.93,Medium
img-418.jpg,34,8,272,4.25,122.88,42.25,Medium
img-418.jpg,38,16,608,2.375,110.27,27.88,Low
img-419.jpg,153,139,21267,1.101,86.66,41.49,High
img-419.jpg,136,187,25432,0.727,141.44,63.98,High
img-42.jpg,141,94,13254,1.5,87.72,35.33,Medium
img-42.jpg,345,116,40020,2.974,137.78,37.22,High
img-420.jpg,284,109,30956,2.606,113.24,51.8,High
img-421.jpg,126,36,4536,3.5,113.34,35.0,Medium
img-421.jpg,74,43,3182,1.721,117.87,30.64,Medium
img-421.jpg,58,37,2146,1.568,119.3,27.18,Medium
img-421.jpg,17,11,187,1.545,121.97,31.32,Medium
img-422.jpg,400,130,52000,3.077,99.96,41.31,Medium
img-423.jpg,173,80,13840,2.163,108.14,48.67,High
img-424.jpg,419,152,63688,2.757,91.86,32.76,Medium
img-425.jpg,134,49,6566,2.735,137.17,31.06,Medium
img-425.jpg,156,30,4680,5.2,133.04,23.73,Medium
img-426.jpg,437,220,96140,1.986,96.01,33.74,High
img-427.jpg,198,106,20988,1.868,84.78,34.56,High
img-428.jpg,110,50,5500,2.2,89.06,27.96,High
img-428.jpg,57,22,1254,2.591,108.89,32.11,Medium
img-428.jpg,53,21,1113,2.524,94.94,34.13,High
img-428.jpg,32,12,384,2.667,122.3,32.17,Medium
img-428.jpg,33,9,297,3.667,113.42,40.59,High
img-428.jpg,38,8,304,4.75,113.57,40.52,High
img-429.jpg,434,121,52514,3.587,119.06,36.38,Medium
img-429.jpg,170,68,11560,2.5,108.48,26.51,Low
img-43.jpg,288,148,42624,1.946,154.87,33.36,High
img-43.jpg,172,255,43860,0.675,151.27,31.95,Medium
img-43.jpg,58,80,4640,0.725,153.45,31.95,Low
img-430.jpg,146,47,6862,3.106,109.36,62.32,High
img-430.jpg,42,12,504,3.5,160.73,59.39,Medium
img-431.jpg,85,30,2550,2.833,143.34,61.31,High
img-431.jpg,316,58,18328,5.448,135.55,46.29,High
img-431.jpg,260,44,11440,5.909,149.55,28.7,High
img-431.jpg,94,18,1692,5.222,165.0,50.37,Medium
img-432.jpg,263,155,40765,1.697,146.89,39.61,Medium
img-433.jpg,138,114,15732,1.211,118.51,47.44,Medium
img-433.jpg,113,84,9492,1.345,144.54,50.92,Medium
img-434.jpg,232,124,28768,1.871,83.69,49.84,High
img-435.jpg,181,55,9955,3.291,130.18,41.85,Medium
img-436.jpg,43,14,602,3.071,176.85,34.35,Low
img-436.jpg,86,29,2494,2.966,174.54,44.28,Medium
img-436.jpg,46,26,1196,1.769,171.09,51.96,High
img-436.jpg,63,35,2205,1.8,183.8,32.78,Medium
img-436.jpg,24,13,312,1.846,194.86,37.16,Low
img-436.jpg,50,13,650,3.846,178.68,36.97,Medium
img-436.jpg,200,46,9200,4.348,157.58,45.45,Medium
img-437.jpg,532,149,79268,3.57,127.99,42.49,High
img-438.jpg,121,72,8712,1.681,54.43,53.82,High
img-439.jpg,466,164,76424,2.841,145.72,51.21,High
img-439.jpg,77,32,2464,2.406,169.92,43.81,Medium
img-439.jpg,131,26,3406,5.038,134.28,42.37,Low
img-44.jpg,156,94,14664,1.66,143.54,19.44,Medium
img-44.jpg,98,48,4704,2.042,142.3,19.5,Low
img-440.jpg,423,259,109557,1.633,132.03,52.6,High
img-441.jpg,175,55,9625,3.182,127.63,38.39,High
img-441.jpg,66,24,1584,2.75,119.0,18.31,Low
img-441.jpg,32,11,352,2.909,128.86,25.96,Medium
img-442.jpg,109,68,7412,1.603,131.48,47.3,High
img-443.jpg,107,30,3210,3.567,122.84,28.79,High
img-443.jpg,34,7,238,4.857,108.18,33.58,Medium
img-443.jpg,69,10,690,6.9,133.63,35.64,Medium
img-443.jpg,155,39,6045,3.974,129.89,43.59,High
img-443.jpg,166,67,11122,2.478,105.98,37.14,High
img-444.jpg,74,42,3108,1.762,167.89,45.03,Medium
img-444.jpg,42,19,798,2.211,149.42,45.8,Medium
img-444.jpg,74,28,2072,2.643,157.19,43.45,Medium
img-444.jpg,43,12,516,3.583,139.29,41.97,Medium
img-444.jpg,54,28,1512,1.929,153.71,48.39,Medium
img-444.jpg,136,81,11016,1.679,147.77,44.33,Medium
img-444.jpg,21,9,189,2.333,130.74,41.67,Medium
img-444.jpg,14,5,70,2.8,132.33,50.31,Medium
img-445.jpg,279,121,33759,2.306,130.6,59.98,High
img-445.jpg,62,14,868,4.429,180.88,67.58,Medium
img-446.jpg,35,10,350,3.5,149.67,55.35,Medium
img-446.jpg,24,10,240,2.4,133.5,56.96,High
img-446.jpg,21,6,126,3.5,135.53,57.86,Medium
img-446.jpg,34,8,272,4.25,150.03,63.04,Medium
img-446.jpg,66,19,1254,3.474,157.66,53.36,Medium
img-446.jpg,127,44,5588,2.886,141.29,52.44,High
img-446.jpg,46,24,1104,1.917,143.67,40.62,Low
img-446.jpg,65,39,2535,1.667,124.94,36.73,Medium
img-447.jpg,258,150,38700,1.72,96.16,18.11,High
img-448.jpg,327,131,42837,2.496,143.06,50.27,High
img-448.jpg,152,80,12160,1.9,172.04,46.3,Medium
img-448.jpg,33,18,594,1.833,194.96,40.62,Low
img-449.jpg,173,95,16435,1.821,147.93,49.05,Medium
img-449.jpg,100,57,5700,1.754,114.79,29.93,High
img-449.jpg,48,26,1248,1.846,148.67,35.38,Low
img-449.jpg,446,165,73590,2.703,128.48,37.82,Medium
img-45.jpg,177,98,17346,1.806,157.06,33.41,Medium
img-450.jpg,223,86,19178,2.593,125.71,41.28,High
img-451.jpg,43,28,1204,1.536,42.51,21.8,Medium
img-451.jpg,107,71,7597,1.507,57.67,32.11,High
img-451.jpg,55,29,1595,1.897,62.06,28.07,Medium
img-452.jpg,399,204,81396,1.956,99.72,45.21,High
img-453.jpg,190,119,22610,1.597,75.19,40.0,High
img-454.jpg,33,8,264,4.125,111.0,36.17,Medium
img-454.jpg,139,33,4587,4.212,106.69,36.91,High
img-454.jpg,171,76,12996,2.25,104.93,34.23,High
img-454.jpg,63,15,945,4.2,114.14,35.61,High
img-455.jpg,57,29,1653,1.966,107.25,49.27,High
img-456.jpg,296,61,18056,4.852,135.69,74.93,High
img-457.jpg,28,11,308,2.545,123.51,39.28,Medium
img-457.jpg,24,8,192,3.0,140.62,38.5,Medium
img-457.jpg,154,45,6930,3.422,119.15,34.14,Medium
img-458.jpg,270,48,12960,5.625,102.46,74.42,High
img-459.jpg,154,26,4004,5.923,79.25,25.06,Medium
img-459.jpg,256,69,17664,3.71,94.82,32.8,High
img-46.jpg,219,123,26937,1.78,111.74,34.61,Medium
img-460.jpg,231,40,9240,5.775,101.0,42.24,Medium
img-460.jpg,215,70,15050,3.071,105.77,28.58,Medium
img-461.jpg,91,56,5096,1.625,125.38,49.28,Medium
img-462.jpg,128,69,8832,1.855,94.37,37.05,High
img-463.jpg,274,107,29318,2.561,102.58,34.31,High
img-464.jpg,292,186,54312,1.57,129.55,42.76,High
img-465.jpg,314,109,34226,2.881,125.54,32.32,High
img-465.jpg,154,45,6930,3.422,113.45,24.44,Medium
img-465.jpg,119,39,4641,3.051,100.84,24.76,Medium
img-466.jpg,121,53,6413,2.283,119.72,40.13,High
img-467.jpg,476,65,30940,7.323,116.78,35.93,High
img-468.jpg,138,32,4416,4.312,95.16,38.07,High
img-469.jpg,137,107,14659,1.28,78.39,42.27,High
img-469.jpg,90,34,3060,2.647,91.26,33.11,Medium
img-469.jpg,37,22,814,1.682,102.02,36.04,Low
img-47.jpg,236,144,33984,1.639,163.01,28.04,Medium
img-470.jpg,128,64,8192,2.0,123.88,47.46,High
img-471.jpg,89,32,2848,2.781,157.29,55.75,High
img-471.jpg,52,36,1872,1.444,143.66,49.54,Medium
img-471.jpg,46,19,874,2.421,173.03,63.58,Medium
img-471.jpg,37,15,555,2.467,151.26,61.09,Medium
img-471.jpg,38,15,570,2.533,167.59,58.06,Medium
img-471.jpg,34,10,340,3.4,174.05,49.34,Medium
img-471.jpg,65,12,780,5.417,192.05,56.02,High
img-471.jpg,39,12,468,3.25,170.0,61.72,Medium
img-471.jpg,35,8,280,4.375,146.37,52.27,Medium
img-471.jpg,62,26,1612,2.385,165.8,54.42,High
img-471.jpg,40,13,520,3.077,165.66,49.22,Medium
img-471.jpg,45,15,675,3.0,168.19,50.6,Medium
img-471.jpg,27,7,189,3.857,169.02,45.22,Medium
img-471.jpg,28,7,196,4.0,167.06,47.44,Medium
img-471.jpg,43,9,387,4.778,151.88,48.57,High
img-471.jpg,41,8,328,5.125,194.66,53.76,High
img-471.jpg,26,6,156,4.333,161.47,48.08,Medium
img-471.jpg,23,6,138,3.833,149.49,55.17,Medium
img-472.jpg,333,128,42624,2.602,130.23,56.01,High
img-473.jpg,288,101,29088,2.851,104.28,71.9,High
img-474.jpg,121,54,6534,2.241,118.94,52.08,Medium
img-474.jpg,71,33,2343,2.152,141.45,61.44,High
img-474.jpg,66,31,2046,2.129,151.12,53.66,Medium
img-475.jpg,398,219,87162,1.817,129.42,46.68,High
img-476.jpg,67,30,2010,2.233,138.17,41.24,Medium
